path,label,split
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/104720.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101525.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERIALBLIGHT_258.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/102119.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brown_spot881.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/102317.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy1110.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/102729.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/105993.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190419_140019.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101038.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101700.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101831.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/bacterial_leaf_blight637.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/104462.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/101876.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B100403.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104558.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy238.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/101362.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101125.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT3_139.JPG,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy871.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/100281.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/103229.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/103175.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/BS_386.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/107251.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/109021.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B100923.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast (28).jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/104195.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100373.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/BLAST7_060.JPG,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104111.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/102354.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast1517.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103588.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/106631.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/108376.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/104281.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD108687.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/100708.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/110261.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100008.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERIALBLIGHT_264.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD106846.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy13.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/101131.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy370.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/105306.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/BS_399.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast703.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101575.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy1275.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101219.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/105523.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B100844.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/100909.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101076.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast (59).jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/101055.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD106952.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B100542.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/102110.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/blight-_0_4376.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/101751.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/110080.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104423.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast1524.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brown_spot (164).jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/100776.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/102809.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/bacterial_leaf_blight (130).JPG,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brown_spot708.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190419_141248.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/BLAST7_125.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brownspot_rotated_030.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190419_134948.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy812.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_3014.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/106267.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/H_197.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104295.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brownspot_rotated_084.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190420_193116.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H101232.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B100899.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast902.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H101532.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD108847.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT3_179.JPG,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/BS_37.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/Healthy_rice_leaf (123).jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/101107.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/bacterial_leaf_blight1167.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/blight-_0_4606.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_4837.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/101817.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104040.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H101170.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT3_229.JPG,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/107828.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/104586.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/102626.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD103448.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brown_spot (183).jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101424.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/104060.jpg,healthy,train
